module	GCF_001424875	GCF_001425805	GCF_001426325	GCF_001426425	GCF_001426585	GCF_001426615	GCF_001427245	GCF_001427565	GCF_001427745	GCF_001428885	GCF_001429805
M00565	0.6666666666666666	0.8333333333333334	0.6666666666666666	0.8333333333333334	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.8333333333333334	0.6666666666666666
M00567	0.1875	0.1875	0.1875	0.1875	0.1875	0.1875	0.1875	0.1875	0.1875	0.1875	0.1875
M00568	0.5	0.5	0.25	0.5	0.25	0.25	0.25	0.25	0.5	0.25	0.5
M00569	0.2857142857142857	0.2857142857142857	0.7142857142857143	0.2857142857142857	0.0	0.14285714285714285	0.14285714285714285	0.7142857142857143	0.0	0.6	0.2857142857142857
M00570	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00572	0.5	0.3333333333333333	0.6666666666666666	0.5	0.3333333333333333	0.5	0.5	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.5
M00573	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6
M00574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00577	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8
M00579	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00596	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333
M00597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00609	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.3333333333333333	0.3333333333333333	0.16666666666666666	0.3333333333333333
M00611	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.3181818181818182	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365
M00612	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.3181818181818182	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365
M00613	0.19230769230769232	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.15384615384615385	0.19230769230769232
M00614	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.36363636363636365	0.4090909090909091	0.3181818181818182	0.36363636363636365
M00615	0.75	0.75	0.5	0.75	0.75	0.75	0.75	0.5	0.75	0.75	0.75
M00616	0.5	0.4444444444444444	0.4444444444444444	0.4444444444444444	0.4444444444444444	0.4444444444444444	0.4444444444444444	0.4444444444444444	0.5694444444444444	0.4444444444444444	0.5
M00617	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
M00618	0.6428571428571428	0.6428571428571428	0.6428571428571428	0.6428571428571428	0.6428571428571428	0.6428571428571428	0.6428571428571428	0.6428571428571428	0.6428571428571428	0.6428571428571428	0.6428571428571428
M00620	0.35714285714285715	0.35714285714285715	0.35714285714285715	0.35714285714285715	0.35714285714285715	0.35714285714285715	0.35714285714285715	0.35714285714285715	0.35714285714285715	0.2857142857142857	0.35714285714285715
M00622	0.0	0.3333333333333333	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.0
M00623	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00627	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
M00630	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00631	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4
M00632	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00639	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00642	0.5	0.0	0.5	0.5	0.5	0.0	0.0	0.5	0.5	0.0	0.5
M00643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00651	0.42857142857142855	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.42857142857142855	0.42857142857142855	0.5714285714285714	0.5714285714285714	0.42857142857142855	0.42857142857142855
M00652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00664	0.0	0.25	0.0	0.25	0.0	0.25	0.25	0.0	0.0	0.25	0.0
M00672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00673	0.125	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.125	0.0	0.125
M00674	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
M00675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00704	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0
M00705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00714	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00725	0.08333333333333333	0.08333333333333333	0.16666666666666666	0.08333333333333333	0.16666666666666666	0.08333333333333333	0.08333333333333333	0.16666666666666666	0.08333333333333333	0.08333333333333333	0.08333333333333333
M00726	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
M00730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00736	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.0	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.08333333333333333
M00740	0.36363636363636365	0.2727272727272727	0.36363636363636365	0.2727272727272727	0.36363636363636365	0.2727272727272727	0.2727272727272727	0.36363636363636365	0.45454545454545453	0.36363636363636365	0.36363636363636365
M00741	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334
M00744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00763	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0
M00769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00773	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00778	0.6666666666666666	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666666
M00779	0.5	0.5	0.0	0.375	0.25	0.25	0.5	0.0	0.25	0.375	0.5
M00780	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285
M00781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.0
M00782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00790	0.0	0.0	0.0	0.0	0.25	0.25	0.25	0.0	0.25	0.0	0.0
M00793	0.75	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0	0.75	0.6666666666666666	1.0	1.0	0.75
M00794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0
M00796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00797	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.25	0.0	0.0
M00798	0.2	0.2	0.8	0.2	0.2	0.2	0.2	0.8	0.6	0.6	0.2
M00799	0.2	0.2	0.8	0.2	0.2	0.2	0.2	0.8	0.6	0.4	0.2
M00800	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.4	0.6	0.2	0.0
M00801	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.5	0.25	0.5	0.0
M00802	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.2	0.6	0.0
M00803	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.25	0.5	0.25	0.0
M00804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00810	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00814	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
M00815	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111
M00819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00823	0.125	0.125	0.1875	0.125	0.125	0.25	0.25	0.1875	0.125	0.125	0.125
M00824	0.6875	0.0625	0.75	0.125	0.0625	0.0625	0.8125	0.75	0.0625	0.0	0.0625
M00825	0.5	0.0	0.5	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0
M00826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00827	0.16666666666666666	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666
M00828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00830	0.25	0.25	0.25	0.5	0.25	0.25	0.25	0.25	0.25	0.25	0.25
M00831	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0
M00832	0.2	0.4	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
M00833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00835	0.5714285714285714	0.2857142857142857	0.2857142857142857	0.7142857142857143	0.42857142857142855	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.42857142857142855	0.2857142857142857	0.5714285714285714
M00836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00837	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00838	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00840	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857
M00841	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4
M00842	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333
M00843	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333
M00844	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00845	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.5714285714285714
M00846	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00848	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125	0.03125
M00849	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.7142857142857143	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857
M00850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00854	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666
M00855	1.0	1.0	1.0	1.0	0.75	1.0	1.0	1.0	0.75	0.75	1.0
M00856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00860	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00861	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.0
M00862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00868	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75
M00872	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
M00873	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25
M00874	0.4166666666666667	0.4166666666666667	0.4166666666666667	0.4166666666666667	0.4166666666666667	0.4166666666666667	0.4166666666666667	0.4166666666666667	0.4166666666666667	0.4166666666666667	0.4166666666666667
M00875	0.14285714285714285	0.2857142857142857	0.0	0.2857142857142857	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	0.2857142857142857
M00876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00878	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.5714285714285714	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.7142857142857143
M00879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00880	1.0	1.0	0.8	1.0	1.0	1.0	1.0	0.8	0.8	0.8	1.0
M00881	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00882	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00883	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
M00884	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00892	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.3333333333333333	0.5
M00893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00895	0.7222222222222222	0.7222222222222222	0.7222222222222222	0.7222222222222222	0.7222222222222222	0.7222222222222222	0.7222222222222222	0.7222222222222222	0.7222222222222222	0.7222222222222222	0.7222222222222222
M00896	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8
M00897	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
M00898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00899	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
M00900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00903	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0
M00904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00905	0.0	0.0	0.6666666666666666	0.6666666666666666	0.0	0.0	0.0	0.6666666666666666	0.6666666666666666	0.0	0.0
M00906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00909	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00911	0.4444444444444444	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.4444444444444444
M00912	0.75	0.625	0.875	0.625	0.625	0.625	0.625	0.875	0.75	0.75	0.75
M00913	0.8	0.8	0.6	0.8	0.6	0.8	0.8	0.6	0.8	0.8	0.6
M00914	0.42857142857142855	0.42857142857142855	0.2857142857142857	0.42857142857142855	0.2857142857142857	0.42857142857142855	0.42857142857142855	0.2857142857142857	0.42857142857142855	0.42857142857142855	0.2857142857142857
M00915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00916	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00918	0.75	0.5	0.75	0.5	0.75	0.75	0.75	0.75	0.75	0.5	0.75
M00919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00921	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25
M00922	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.0
M00923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00924	0.9090909090909091	0.9090909090909091	0.9090909090909091	0.9090909090909091	0.9090909090909091	0.9090909090909091	0.9090909090909091	0.9090909090909091	0.9090909090909091	0.9090909090909091	0.9090909090909091
M00925	0.8484848484848485	0.8484848484848485	0.9393939393939394	0.8484848484848485	0.8484848484848485	0.8484848484848485	0.8484848484848485	0.9393939393939394	0.8484848484848485	0.8484848484848485	0.8484848484848485
M00926	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00930	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	1.0
M00931	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.4	0.8
M00932	0.2	0.3	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.2857142857142857	0.2
M00933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00935	0.16666666666666666	0.0	0.16666666666666666	0.0	0.0	0.0	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.0
M00936	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
