module	GCA_001426805	GCA_001427685	GCA_004144935	GCA_004145105	GCA_004145995	GCA_004210735	GCA_004210755	GCA_004210795	GCA_004211175	GCA_004211195	GCA_004295745	GCA_004295765	GCF_001422455	GCF_001423685	GCF_001424025	GCF_001425725	GCF_001425745	GCF_001425915	GCF_001425945	GCF_001426905	GCF_001426985	GCF_001427165	GCF_001427665	GCF_001427825	GCF_001428705	GCF_001429025
M00109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00114	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.125	0.0	0.0	0.0
M00115	1.0	1.0	0.6	0.4	0.4	1.0	0.8	0.8	0.6	0.2	0.6	0.6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00116	0.1111111111111111	0.2222222222222222	0.2222222222222222	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.1111111111111111	0.3333333333333333	0.2222222222222222	0.3333333333333333	0.2222222222222222	0.1111111111111111	0.2222222222222222	0.2222222222222222
M00117	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.1111111111111111	0.3333333333333333	0.6666666666666666	0.6111111111111112	0.2777777777777778	0.2222222222222222	0.4444444444444444	0.2222222222222222	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.4444444444444444	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
M00118	1.0	1.0	1.0	1.0	0.5	1.0	1.0	1.0	0.5	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00119	0.8	1.0	0.8	0.8	0.2	1.0	0.8	0.8	0.6	0.8	0.6	1.0	0.8	0.8	0.8	1.0	1.0	0.8	0.8	1.0	1.0	1.0	1.0	0.8	0.8	1.0
M00120	1.0	1.0	1.0	0.75	0.75	1.0	1.0	0.75	1.0	0.75	0.5	0.75	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00121	0.8	0.9	0.9	0.4	0.6	0.8	0.8	0.6	0.6	0.7	0.6	0.8	0.8	0.8	0.8	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.8	0.9	0.9
M00122	0.14285714285714285	0.8571428571428571	0.14285714285714285	0.14285714285714285	0.2857142857142857	0.14285714285714285	0.2857142857142857	0.14285714285714285	0.14285714285714285	0.0	0.0	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.14285714285714285	0.42857142857142855	0.8571428571428571	0.42857142857142855	0.8571428571428571	0.14285714285714285	0.8571428571428571	0.8571428571428571
M00123	0.3333333333333333	0.75	1.0	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.3333333333333333	1.0	1.0	1.0	0.3333333333333333	1.0	1.0	1.0	1.0	0.3333333333333333	1.0	0.75
M00124	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.16666666666666666	0.6666666666666666	0.6666666666666666	0.5	0.5	0.6666666666666666	0.6666666666666666	0.5	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
M00125	0.8571428571428571	0.2857142857142857	0.8571428571428571	0.7142857142857143	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.7142857142857143	0.8571428571428571	0.7142857142857143	0.8571428571428571	0.7142857142857143	0.8571428571428571	0.8571428571428571	0.8571428571428571	0.2857142857142857	0.2857142857142857	0.8571428571428571	0.8571428571428571	0.2857142857142857	0.2857142857142857	0.2857142857142857	1.0	0.8571428571428571	0.8571428571428571	0.8571428571428571
M00126	1.0	1.0	1.0	0.6	0.5714285714285714	0.8571428571428571	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.6	0.7142857142857143	0.8571428571428571	0.8571428571428571	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00127	0.6875	0.6875	0.6875	0.4375	0.5	0.6875	0.5625	0.375	0.4375	0.3125	0.4375	0.375	0.6875	0.6875	0.6875	0.6875	0.6875	0.6875	0.6875	0.6875	0.6875	0.6875	0.6875	0.6875	0.6875	0.6875
M00128	0.375	0.125	0.125	0.125	0.0	0.125	0.125	0.125	0.125	0.125	0.0	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125
M00129	0.42857142857142855	0.5714285714285714	0.42857142857142855	0.42857142857142855	0.14285714285714285	0.2857142857142857	0.42857142857142855	0.2857142857142857	0.42857142857142855	0.14285714285714285	0.14285714285714285	0.2857142857142857	0.2857142857142857	0.42857142857142855	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.42857142857142855	0.42857142857142855	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.2857142857142857	0.42857142857142855	0.42857142857142855
M00130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00131	0.25	0.25	0.25	0.25	0.0	0.25	0.0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25
M00132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00133	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.25	0.0	0.0	0.25	0.25	0.25	0.0	0.0	0.0	0.0
M00134	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.5	0.5	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00135	0.25	0.5	0.0	0.0	0.25	0.0	0.25	0.5	0.5	0.25	0.0	0.25	0.0	0.0	0.25	0.75	0.75	0.5	0.25	0.75	0.5	0.75	0.5	0.0	0.5	0.75
M00136	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.5	0.5	0.5	0.5	0.0	0.0	0.25
M00137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00140	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
M00141	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00142	0.0	0.14285714285714285	0.14285714285714285	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285
M00143	0.2	0.2	0.2	0.1	0.2	0.2	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
M00144	0.7142857142857143	0.9285714285714286	0.8571428571428571	0.7142857142857143	0.25	0.9285714285714286	0.08333333333333333	0.7142857142857143	0.8571428571428571	0.5	0.9285714285714286	0.0	0.9285714285714286	0.9285714285714286	1.0	1.0	1.0	1.0	1.0	1.0	0.9285714285714286	1.0	0.9285714285714286	1.0	1.0	0.9285714285714286
M00145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00146	0.14285714285714285	0.14285714285714285	0.07142857142857142	0.14285714285714285	0.07142857142857142	0.14285714285714285	0.14285714285714285	0.07142857142857142	0.0	0.14285714285714285	0.07142857142857142	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.07142857142857142
M00147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00148	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00149	1.0	1.0	1.0	0.5	0.0	1.0	0.25	0.75	1.0	0.5	0.25	1.0	0.75	0.75	0.75	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00151	0.6666666666666666	1.0	1.0	1.0	0.0	1.0	0.3333333333333333	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00152	0.2	0.3	0.3	0.3	0.0	0.3	0.1	0.3	0.3	0.3	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
M00153	0.6666666666666666	1.0	0.6666666666666666	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0	0.0	1.0	1.0	1.0	1.0	0.6666666666666666	0.0	1.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666
M00154	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.06666666666666667	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
M00155	1.0	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00156	1.0	1.0	1.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.3333333333333333	1.0	0.0	1.0	1.0	1.0
M00157	0.875	1.0	1.0	0.625	0.875	1.0	0.125	0.75	1.0	0.625	0.75	0.875	1.0	1.0	1.0	1.0	1.0	0.875	1.0	1.0	1.0	1.0	1.0	1.0	0.875	0.875
M00158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00165	0.8181818181818182	0.8181818181818182	0.8181818181818182	0.6363636363636364	0.6363636363636364	0.8181818181818182	0.8181818181818182	0.7272727272727273	0.45454545454545453	0.5454545454545454	0.8181818181818182	0.8181818181818182	0.7272727272727273	0.7272727272727273	0.8181818181818182	0.8181818181818182	0.8181818181818182	0.8181818181818182	0.8181818181818182	0.8181818181818182	0.8181818181818182	0.8181818181818182	0.8181818181818182	0.8181818181818182	0.8181818181818182	0.8181818181818182
M00166	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.25	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00167	1.0	1.0	1.0	0.7142857142857143	0.7142857142857143	1.0	1.0	0.8571428571428571	0.42857142857142855	0.7142857142857143	1.0	1.0	0.8571428571428571	0.8571428571428571	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00168	0.5	1.0	1.0	0.5	0.5	1.0	1.0	0.5	1.0	1.0	0.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0
M00169	0.5	1.0	1.0	0.0	1.0	0.5	0.5	0.5	0.5	0.5	0.0	0.5	0.5	0.5	0.5	1.0	1.0	1.0	0.5	1.0	1.0	1.0	1.0	0.5	1.0	1.0
M00170	0.0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.0	0.25	0.25
M00171	0.14285714285714285	0.2857142857142857	0.2857142857142857	0.14285714285714285	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.0	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.14285714285714285	0.2857142857142857	0.2857142857142857
M00172	0.25	0.75	0.75	0.25	0.75	0.5	0.5	0.5	0.5	0.5	0.0	0.5	0.5	0.5	0.5	0.75	0.75	0.75	0.5	0.75	0.75	0.75	0.75	0.25	0.75	0.75
M00173	0.5454545454545454	0.7272727272727273	0.8181818181818182	0.36363636363636365	0.36363636363636365	0.7272727272727273	0.4090909090909091	0.36363636363636365	0.6363636363636364	0.5	0.55	0.6363636363636364	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.8181818181818182	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.7272727272727273	0.6363636363636364	0.8181818181818182	0.8181818181818182
M00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00176	0.0	0.5	0.8333333333333334	0.3333333333333333	0.611111111111111	0.0	0.8333333333333334	0.2222222222222222	0.16666666666666666	0.2222222222222222	0.0	0.3333333333333333	0.8333333333333334	0.8333333333333334	0.8333333333333334	1.0	1.0	0.8333333333333334	0.3333333333333333	1.0	1.0	1.0	1.0	0.0	0.8333333333333334	0.8333333333333334
M00307	0.75	1.0	1.0	0.3333333333333333	0.75	1.0	0.3333333333333333	0.75	0.5	0.25	1.0	0.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00308	0.8	0.8	0.8	0.6	0.6	0.8	0.8	0.4	0.6	0.4	0.6	0.6	0.8	0.8	0.8	0.8	0.8	0.6	0.8	0.8	0.8	0.8	0.8	0.6	0.6	0.8
M00309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00338	0.5	1.0	1.0	0.5	0.5	1.0	0.0	0.5	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00344	0.25	0.5	0.5	0.25	0.25	0.25	0.0	0.0	0.25	0.0	0.0	0.25	0.5	0.5	0.0	0.5	0.5	0.5	0.0	0.5	0.5	0.5	0.5	0.25	0.5	0.25
M00345	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.0	0.3333333333333333	0.0	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
M00346	0.3333333333333333	0.6666666666666666	0.5555555555555556	0.3333333333333333	0.2222222222222222	0.4444444444444444	0.4444444444444444	0.3333333333333333	0.4444444444444444	0.3333333333333333	0.3333333333333333	0.4444444444444444	0.4444444444444444	0.4444444444444444	0.4444444444444444	0.6666666666666666	0.6666666666666666	0.5555555555555556	0.4444444444444444	0.7777777777777778	0.6666666666666666	0.7777777777777778	0.6666666666666666	0.3333333333333333	0.5555555555555556	0.5555555555555556
M00356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00357	0.2	0.2	0.2	0.0	0.2	0.2	0.2	0.2	0.2	0.2	0.0	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.3333333333333333	0.3333333333333333	0.2	0.3333333333333333	0.2	0.2	0.2	0.2
M00358	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.25
M00363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00364	1.0	0.5	0.5	0.5	0.5	1.0	1.0	0.5	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.5	0.5	0.5	1.0	0.5	0.5	0.5	0.5	1.0	0.5	0.5
M00365	0.5	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.0	0.5	0.0	0.5	0.5	0.5	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.5	0.0	0.0
M00366	0.25	0.0	0.25	0.0	0.0	0.25	0.25	0.25	0.0	0.25	0.0	0.25	0.25	0.25	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.25	0.0	0.0
M00367	0.3333333333333333	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0
M00368	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
M00369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00372	0.2	0.2	0.2	0.2	0.0	0.0	0.2	0.0	0.0	0.2	0.0	0.0	0.2	0.2	0.2	0.0	0.0	0.0	0.0	0.2	0.2	0.2	0.2	0.2	0.0	0.0
M00373	0.5	0.875	0.7916666666666666	0.4166666666666667	0.375	0.5	0.375	0.25	0.2916666666666667	0.25	0.2916666666666667	0.3333333333333333	0.5	0.5	0.5	0.9166666666666666	0.9166666666666666	0.5416666666666666	0.5	0.9166666666666666	0.875	0.9166666666666666	0.9166666666666666	0.5	0.5416666666666666	0.5
M00374	0.3076923076923077	0.38461538461538464	0.38461538461538464	0.23076923076923078	0.15384615384615385	0.38461538461538464	0.2692307692307692	0.23076923076923078	0.38461538461538464	0.2692307692307692	0.2692307692307692	0.38461538461538464	0.38461538461538464	0.38461538461538464	0.38461538461538464	0.38461538461538464	0.38461538461538464	0.38461538461538464	0.38461538461538464	0.46153846153846156	0.38461538461538464	0.46153846153846156	0.38461538461538464	0.3076923076923077	0.38461538461538464	0.38461538461538464
M00375	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285
M00376	0.38461538461538464	0.5384615384615384	0.5384615384615384	0.2756410256410256	0.17307692307692307	0.38461538461538464	0.11538461538461539	0.10897435897435896	0.28846153846153844	0.21794871794871792	0.2371794871794872	0.3076923076923077	0.3589743589743589	0.3589743589743589	0.3589743589743589	0.6153846153846154	0.6153846153846154	0.46153846153846156	0.38461538461538464	0.5384615384615384	0.5384615384615384	0.5384615384615384	0.5384615384615384	0.38461538461538464	0.46153846153846156	0.46153846153846156
M00377	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.14285714285714285	0.2857142857142857	0.2857142857142857	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857	0.2857142857142857
M00378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00417	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00432	0.0	1.0	1.0	0.3333333333333333	0.5	1.0	1.0	0.3333333333333333	0.3333333333333333	0.5	0.0	1.0	0.6666666666666666	0.6666666666666666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0
M00433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
